738845194850773558,-5833678375673307423
3738968195649774859,2027693463582123305
4738849194894773882,1127459907694805235
7739004195693774975,2904932941037075699
7739004195693774975,1160326435131345730
7739004195693774975,7259175568841790177
-7261194805221226386,-5833678375673307423
-3689337711138901728,-2689200710357900655
-3689337711138901728,-1689319711084901730
-2689200710357900655,-1689319711084901730
-2689200710357900655,-1715880907958721415
-1689319711084901730,1757481363245650831
1757481363245650831,3804601920633030746
2757362362486649844,-2689200710357900655
2757362362486649844,-1689319711084901730
1195896392220930869,8592306961204380723
4195795391451929480,-1689319711084901730
4195795391451929480,8257566556637812025
3195914392210930723,1757481363245650831
3195914392210930723,3804601920633030746
3195914392210930723,7477964425265621109
6195781391249929126,3804601920633030746
6195781391249929126,6685544489022578691
-7128402373671658935,-2190087081896469323
-7128402373671658935,-4287768755595785006
-8690124345701380826,6382915985015043807
7756633728210171144,6128804744224159220
4756734728979172533,2155175112774869721
3756597728166171300,630831651100348477
-3247029476127723832,1127459907694805235
-1247043476329724186,127578908485806392
-1247043476329724186,-5872443091340192918
-1247043476329724186,-202658488388760612
-1247043476329724186,7394822415369169180
-129145008166137909,5502528845814007324
1870872991887862017,-1739559252355167518
-4129149007954137465,8057405216243595195
-1129282008947139174,7237193447717198432
-1129282008947139174,-2149884934935655725
-7129272008741138808,-8129153007982137565
-7129272008741138808,-2299947672181109599
-8129153007982137565,4042431966963759443
-8129153007982137565,-873181404731804450
3313675859625516103,4313812860434517324
3313675859625516103,2042413966701758841
4313812860434517324,-3388534223137478077
-8132909213241034354,-873181404731804450
8313816860478517392,8257566556637812025
8313816860478517392,-6915348499066159040
8313816860478517392,1757481363245650831
8313816860478517392,4797226510592237555
-8932546057542867495,2904932941037075699
-8932546057542867495,1160326435131345730
-6932528057568867609,-3296456675883953898
-6932528057568867609,180604055055169479
-6932528057568867609,2269742446020584054
-5932391056759866388,-7389439858234957818
-5932391056759866388,8934878948902408411
8570540777066461619,-4539885023607921459
8570540777066461619,2919247920214845195
-429636223750539488,-2744606636255106278
-429636223750539488,630831651100348477
1127459907694805235,8690965822342756180
127578908485806392,7476760589625268543
5127719909274807567,-8583893266269238848
5127719909274807567,-2929521564160845391
-5872443091340192918,6493581724141198741
-3315241959305847628,-5265476641576484497
-4315378960086848699,-8129153007982137565
-4315378960086848699,-5603787840210684334
9131224113041702374,-2299947672181109599
-1865182682318401776,-8412622048338198339
-1865182682318401776,-6945469483209653697
-5307971550110056052,-7046289575185911002
-2307848549279054583,9131224113041702374
5695691654483839948,-5932391056759866388
5252993787219186549,-6040061883174458353
3253007787485187171,-8132909213241034354
-9193714286190364511,1833966078556927530
-9193714286190364511,-7831006970405086046
-3747151213341814246,-7306785714459703344
-3747151213341814246,3257681557352812938
810067918938531886,464098448481254928
-2190087081896469323,-721980443721545552
-9190214082467470004,3195914392210930723
-9190214082467470004,-8955755936847898358
7327336430450495350,630831651100348477
-9119389643029055864,6382915985015043807
-4115748438709160582,-3315241959305847628
-4115748438709160582,6382915985015043807
-4115748438709160582,821606580646429455
-1115593437686158905,1419888939115658319
3884291561362839346,6493581724141198741
-6655927395515165363,-3026760652624195547
-8655945395761165989,6493581724141198741
-8655945395761165989,844641982688873856
-8655945395761165989,-3026760652624195547
-8655945395761165989,1790630374868647951
-3655804394968164826,-3026760652624195547
-212983527176510806,-8412622048338198339
-212983527176510806,-6754977617002317104
787153473600490253,-578156641762363345
787153473600490253,827494981788980052
787153473600490253,2269742446020584054
2787171473654490487,4917951176751980069
3787020472867489510,1462130073299421617
2904932941037075699,3738968195649774859
3905069941818076706,5726472656163532877
5905055941872077172,-6932528057568867609
5905055941872077172,-3296456675883953898
5905055941872077172,7065221060437823699
-5095107059002924325,-873181404731804450
-6094988058243923104,844641982688873856
7347858809625731174,1037023387911431229
5347872809635730844,-2727382865693190624
5347872809635730844,198848245836228716
2347973810368732059,7476760589625268543
4465753277789317273,-4685012381295525749
1462130073299421617,3395688050394648705
-2537905926744578235,-512794068235242963
-2537905926744578235,-5024074905263842849
7473164687826110412,6493581724141198741
-4530635517516786435,7473164687826110412
-4530635517516786435,2615243982215418774
-3530498516767785588,3698337232083548513
-1412463047763197934,-5024074905263842849
3587421951489801185,6913268882499481459
3587421951489801185,-3026760652624195547
2587540952280802350,6913268882499481459
2587540952280802350,-873181404731804450
8030347819806455716,-8164473300321350006
8476641588870267502,1361918053618377737
8476641588870267502,3698337232083548513
8476641588870267502,3724597838339541191
7476760589625268543,-873181404731804450
-2523521411748733187,1790630374868647951
1033816721290613934,-3517637179126242000
-3966324279534387421,-4966205278807386328
-4966205278807386328,-8655945395761165989
-1966338279544387275,3040328401474530651
-1966338279544387275,-807273409165680991
-2966187278753386350,-5221193982773845879
-2966187278753386350,-6059457345737298880
-8966465280115387956,3257681557352812938
-8966465280115387956,6382915985015043807
2919541457568923211,-6289779852907129222
1919404456791921936,6179724419779689236
-5091735158287767326,1127459907694805235
-5091735158287767326,-5163066325262054561
-9091771158315767194,-7389439858234957818
-8091634157538766119,-641296879189318453
-8091634157538766119,-3097968439743765133
-8091634157538766119,4019630484311065906
-641296879189318453,7278414220583882776
1358721120864681533,-7713914559325493608
1358721120864681533,-2841676129656881967
2358602120077680332,-8955755936847898358
2358602120077680332,-4200589112729926854
2358602120077680332,-5312820382794140407
7358743120658680867,1462130073299421617
8794289579418543667,9046073171251654509
8794289579418543667,-4047806587665289083
-3652432494449008463,5905055941872077172
-205887421398457440,-5932391056759866388
-205887421398457440,-3171150797683574404
794249579378543643,787153473600490253
794249579378543643,5905055941872077172
4351331710881888756,4195795391451929480
4351331710881888756,-5265476641576484497
-766570757389698163,6493581724141198741
-766570757389698163,-7986077887193730895
233310241887300764,-5932391056759866388
1233447242664302071,-7578315642593364536
6233332241905300962,-8129153007982137565
-4209647626717354471,-2288652390863265229
-4209647626717354471,2460528390051567153
7237193447717198432,-5024074905263842849
8697050490955193511,-873181404731804450
4697014490911193675,-512794068235242963
3696877490134192400,4960981578552030421
-2749566582179357212,-4847411431971122436
-2749566582179357212,-7154752383833648999
-2749566582179357212,-6152189531591576162
-6306904715218704629,-721980443721545552
-1306763714361703082,6233332241905300962
-306626713584702071,-873181404731804450
-8314147124186495753,3738968195649774859
-8314147124186495753,2904932941037075699
7128941744969160079,3698337232083548513
6128804744224159220,-8129153007982137565
-5871239255891841056,-6306904715218704629
6571758612764814199,3571603611933812906
3571603611933812906,7327336430450495350
3571603611933812906,-721980443721545552
-2874840460379736898,-3517637179126242000
-2874840460379736898,-4842117090584879970
-7432059592404082070,6913268882499481459
-3432055592616082778,-2432174593375084007
-989115724037427557,7756633728210171144
-989115724037427557,-5839832565699655443
10765275175571242,844641982688873856
3010920276006572535,-5533197189576067599
3010920276006572535,6730370718823182775
